Date,City,Zone,Product_Category,Temperature_C,Humidity_%,Rainfall_mm,Wind_Speed_kmph,AQI,Weather_Condition,Units_Sold,Avg_Price_INR,Competitor_Price_INR,Revenue_INR,Inventory_Units,Stockout,Potential_Lost_Units,Potential_Lost_Revenue_INR,Demand_Index,Micro_Climate_Score,Opportunity_Flag
2026-02-22,Gurugram,Sector 57,Ice Cream,18.2,78.5,0.0,18.4,103,Sunny,696,93.16,81.39,64839.36,1057,No,0,0.0,0.93,37.8,Normal
2026-02-22,Gurugram,Sohna Road,Cold Drinks,27.4,64.9,0.0,6.9,176,Sunny,708,72.45,78.21,51294.6,1127,No,0,0.0,0.98,53.8,Normal
2026-02-22,Noida,Sector 137,Juices,21.5,71.6,0.0,9.1,137,Sunny,455,74.49,75.98,33892.95,864,No,0,0.0,0.69,42.8,Normal
2026-02-22,Noida,Sector 150,Bottled Water,25.2,76.6,0.0,10.6,216,Sunny,581,32.94,41.73,19138.14,957,No,0,0.0,0.92,49.5,Normal
2026-02-22,Noida,Sector 150,Ice Cream,23.9,77.0,9.3,9.8,109,Light Rain,556,102.59,98.9,57040.04,1024,No,0,0.0,0.74,42.5,Normal
2026-02-22,Noida,Sector 18,Cold Drinks,18.8,73.8,28.3,5.3,141,Rainy,173,69.15,75.08,11962.95,609,No,0,0.0,0.24,14.6,Normal
2026-02-23,Delhi,East Delhi,Ice Cream,22.7,69.5,0.0,6.8,200,Sunny,456,85.27,83.04,38883.12,934,No,0,0.0,0.61,43.4,Normal
2026-02-23,Delhi,North Delhi,Juices,22.9,73.6,0.0,18.3,171,Sunny,515,84.48,77.16,43507.2,669,No,0,0.0,0.79,45.3,Normal
2026-02-23,Delhi,South Delhi,Energy Drinks,17.5,61.4,0.0,10.8,182,Sunny,363,110.04,106.67,39944.52,728,No,0,0.0,0.65,31.3,Normal
2026-02-23,Delhi,West Delhi,Cold Drinks,28.2,69.9,0.0,17.9,171,Sunny,698,69.01,63.38,48168.98,1059,No,0,0.0,0.96,56.4,Normal
2026-02-23,Delhi,West Delhi,Juices,22.8,68.5,0.0,15.6,151,Sunny,579,66.03,61.1,38231.37,530,Yes,49,3235.47,0.88,44.9,Normal
2026-02-23,Faridabad,NIT,Energy Drinks,24.0,68.7,11.5,11.0,161,Rainy,418,116.27,119.21,48600.86,743,No,0,0.0,0.74,38.1,Normal
2026-02-23,Faridabad,Sector 15,Cold Drinks,22.7,68.3,0.0,15.9,180,Sunny,598,67.31,66.5,40251.38,800,No,0,0.0,0.83,43.8,Normal
2026-02-23,Faridabad,Sector 15,Energy Drinks,21.5,87.5,0.0,9.5,167,Cloudy,440,116.25,119.19,51150.0,862,No,0,0.0,0.78,44.5,Normal
2026-02-23,Faridabad,Sector 15,Juices,19.5,72.3,0.0,16.7,154,Sunny,464,77.47,80.33,35946.08,439,Yes,25,1936.75,0.71,38.1,Normal
2026-02-23,Faridabad,Sector 16,Cold Drinks,23.9,56.9,0.0,20.1,159,Sunny,614,63.95,58.45,39265.3,1055,No,0,0.0,0.85,45.3,Normal
2026-02-23,Faridabad,Sector 16,Energy Drinks,17.6,83.2,0.0,16.6,140,Cloudy,517,117.58,110.22,60788.86,776,No,0,0.0,0.92,36.0,Normal
2026-02-23,Faridabad,Sector 37,Energy Drinks,19.0,95.0,0.0,13.5,144,Cloudy,432,116.01,105.52,50116.32,446,No,0,0.0,0.77,40.8,Normal
2026-02-23,Ghaziabad,Indirapuram,Ice Cream,19.3,85.7,0.0,15.2,159,Cloudy,549,86.08,86.09,47257.92,789,No,0,0.0,0.74,39.5,Normal
2026-02-23,Ghaziabad,Raj Nagar,Cold Drinks,20.6,73.7,0.0,15.0,156,Sunny,660,75.54,91.06,49856.4,1133,No,0,0.0,0.91,40.8,Normal
2026-02-23,Ghaziabad,Raj Nagar,Ice Cream,19.2,71.9,0.0,23.2,165,Sunny,438,102.78,93.92,45017.64,512,No,0,0.0,0.59,37.1,Normal
2026-02-23,Ghaziabad,Vaishali,Bottled Water,18.5,85.2,0.0,6.4,148,Cloudy,369,32.82,27.71,12110.58,595,No,0,0.0,0.59,38.0,Normal
2026-02-23,Ghaziabad,Vaishali,Cold Drinks,19.9,83.7,12.6,8.2,152,Rainy,474,73.39,73.55,34786.86,908,No,0,0.0,0.65,30.7,Normal
2026-02-23,Ghaziabad,Vaishali,Juices,19.1,81.0,13.6,10.0,113,Rainy,459,74.78,75.62,34324.02,479,No,0,0.0,0.7,28.8,Normal
2026-02-23,Gurugram,Cyber City,Bottled Water,24.7,76.8,25.8,10.3,134,Rainy,299,29.7,27.42,8880.3,333,No,0,0.0,0.47,30.3,Normal
2026-02-23,Gurugram,Cyber City,Cold Drinks,22.7,77.5,9.3,9.4,167,Light Rain,418,72.6,66.34,30346.8,483,No,0,0.0,0.58,38.2,Normal
2026-02-23,Gurugram,Cyber City,Energy Drinks,15.7,76.1,0.0,9.8,114,Sunny,412,119.39,126.89,49188.68,384,Yes,28,3342.92,0.73,31.6,Normal
2026-02-23,Gurugram,DLF Phase 1,Bottled Water,16.9,77.2,0.0,22.0,178,Sunny,469,26.76,28.64,12550.44,860,No,0,0.0,0.74,32.4,Normal
2026-02-23,Gurugram,DLF Phase 1,Energy Drinks,17.9,82.4,0.0,27.8,160,Cloudy,294,119.86,116.51,35238.84,633,No,0,0.0,0.52,36.0,Normal
2026-02-23,Gurugram,DLF Phase 1,Ice Cream,17.3,82.2,0.0,16.2,141,Cloudy,687,81.68,84.7,56114.16,817,No,0,0.0,0.92,35.1,Normal
2026-02-23,Gurugram,Sector 57,Bottled Water,18.2,84.8,0.0,20.2,185,Cloudy,461,31.16,27.33,14364.76,490,No,0,0.0,0.73,36.2,Normal
2026-02-23,Gurugram,Sohna Road,Bottled Water,23.3,66.4,0.0,4.3,159,Sunny,619,30.87,45.47,19108.53,580,Yes,39,1203.93,0.98,45.5,Normal
2026-02-23,Gurugram,Sohna Road,Energy Drinks,23.6,60.8,39.9,14.2,125,Rainy,76,121.03,113.43,9198.28,141,No,0,0.0,0.14,14.5,Normal
2026-02-23,Gurugram,Sohna Road,Ice Cream,22.6,78.9,0.0,15.3,155,Sunny,633,95.54,88.87,60476.82,1088,No,0,0.0,0.85,45.8,Normal
2026-02-23,Noida,Sector 137,Bottled Water,19.6,85.0,18.9,14.7,169,Rainy,278,30.4,27.03,8451.2,658,No,0,0.0,0.44,24.7,Normal
2026-02-23,Noida,Sector 150,Cold Drinks,23.8,66.3,0.0,17.6,152,Sunny,578,68.87,71.44,39806.86,932,No,0,0.0,0.8,46.9,Normal
2026-02-23,Noida,Sector 150,Ice Cream,26.2,72.9,0.0,16.1,145,Sunny,706,97.82,103.16,69060.92,758,No,0,0.0,0.95,53.2,Normal
2026-02-23,Noida,Sector 62,Bottled Water,17.0,85.4,0.0,4.5,152,Cloudy,288,33.08,31.9,9527.04,765,No,0,0.0,0.46,34.7,Normal
2026-02-23,Noida,Sector 62,Juices,17.9,77.4,0.0,17.1,114,Sunny,423,78.8,77.45,33332.4,910,No,0,0.0,0.65,36.6,Normal
2026-02-24,Delhi,East Delhi,Bottled Water,20.1,79.1,0.0,11.0,183,Sunny,495,28.89,34.43,14300.55,495,No,0,0.0,0.79,39.7,Normal
2026-02-24,Delhi,East Delhi,Cold Drinks,18.8,73.4,0.0,8.3,148,Sunny,444,65.61,69.34,29130.84,794,No,0,0.0,0.61,36.9,Normal
2026-02-24,Delhi,North Delhi,Bottled Water,15.8,92.7,0.0,13.4,178,Cloudy,423,30.66,33.96,12969.18,835,No,0,0.0,0.67,32.3,Normal
2026-02-24,Delhi,North Delhi,Ice Cream,23.5,73.0,0.0,11.8,151,Sunny,607,94.03,96.63,57076.21,912,No,0,0.0,0.81,47.1,Normal
2026-02-24,Delhi,South Delhi,Ice Cream,20.9,72.3,0.0,12.9,183,Sunny,485,83.15,79.69,40327.75,449,Yes,36,2993.4,0.65,40.3,Normal
2026-02-24,Faridabad,NIT,Cold Drinks,21.9,82.7,0.0,12.5,171,Cloudy,544,60.52,65.2,32922.88,909,No,0,0.0,0.75,44.5,Normal
2026-02-24,Faridabad,Sector 15,Bottled Water,21.6,74.9,0.0,7.2,168,Sunny,570,30.21,26.48,17219.7,686,No,0,0.0,0.9,42.7,Normal
2026-02-24,Faridabad,Sector 15,Cold Drinks,22.4,88.4,0.0,7.0,145,Cloudy,672,72.27,74.25,48565.44,703,No,0,0.0,0.93,47.1,Normal
2026-02-24,Faridabad,Sector 15,Ice Cream,15.4,85.1,0.0,6.1,159,Cloudy,516,89.22,79.25,46037.52,687,No,0,0.0,0.69,30.8,Normal
2026-02-24,Faridabad,Sector 16,Cold Drinks,19.3,71.1,0.0,9.8,176,Sunny,458,70.64,85.42,32353.12,942,No,0,0.0,0.63,36.9,Normal
2026-02-24,Faridabad,Sector 16,Energy Drinks,21.1,79.4,0.0,10.7,194,Sunny,459,113.08,116.14,51903.72,566,No,0,0.0,0.82,41.4,Normal
2026-02-24,Ghaziabad,Crossings Republik,Energy Drinks,20.9,89.9,0.0,4.7,151,Cloudy,456,128.69,128.72,58682.64,701,No,0,0.0,0.81,44.0,Normal
2026-02-24,Ghaziabad,Crossings Republik,Ice Cream,17.2,74.5,0.0,11.8,151,Sunny,579,84.49,78.53,48919.71,969,No,0,0.0,0.78,33.5,Normal
2026-02-24,Ghaziabad,Indirapuram,Cold Drinks,22.9,56.5,0.0,11.9,144,Sunny,543,72.56,68.98,39400.08,557,No,0,0.0,0.75,43.5,Normal
2026-02-24,Ghaziabad,Indirapuram,Energy Drinks,17.5,82.1,0.0,10.8,175,Cloudy,311,119.71,114.58,37229.81,390,No,0,0.0,0.55,34.6,Normal
2026-02-24,Ghaziabad,Indirapuram,Ice Cream,18.1,73.4,0.0,14.5,184,Sunny,599,96.94,97.72,58067.06,1070,No,0,0.0,0.8,34.4,Normal
2026-02-24,Ghaziabad,Indirapuram,Juices,18.9,70.9,0.0,9.7,152,Sunny,566,84.33,73.43,47730.78,824,No,0,0.0,0.86,36.6,Normal
2026-02-24,Ghaziabad,Raj Nagar,Energy Drinks,19.1,78.8,0.0,8.7,109,Sunny,538,122.75,124.79,66039.5,937,No,0,0.0,0.96,39.6,Normal
2026-02-24,Ghaziabad,Raj Nagar,Ice Cream,22.7,72.0,0.0,12.6,170,Sunny,631,89.25,90.11,56316.75,743,No,0,0.0,0.85,44.7,Normal
2026-02-24,Ghaziabad,Vaishali,Bottled Water,17.7,73.5,0.0,7.8,182,Sunny,269,29.04,36.12,7811.76,497,No,0,0.0,0.43,33.4,Normal
2026-02-24,Ghaziabad,Vaishali,Energy Drinks,24.0,81.5,0.0,13.2,204,Cloudy,486,124.75,119.2,60628.5,703,No,0,0.0,0.86,47.9,Normal
2026-02-24,Ghaziabad,Vaishali,Juices,17.4,74.1,0.0,21.4,118,Sunny,598,76.14,76.85,45531.72,522,Yes,76,5786.64,0.91,34.9,Normal
2026-02-24,Gurugram,Cyber City,Bottled Water,18.5,85.1,0.0,5.6,167,Cloudy,398,31.75,28.58,12636.5,719,No,0,0.0,0.63,37.5,Normal
2026-02-24,Gurugram,Cyber City,Ice Cream,13.5,87.4,0.0,15.3,186,Cloudy,352,91.83,82.76,32324.16,799,No,0,0.0,0.47,26.3,Normal
2026-02-24,Gurugram,Cyber City,Juices,17.3,77.2,0.0,13.3,173,Sunny,478,71.7,72.03,34272.6,667,No,0,0.0,0.73,33.4,Normal
2026-02-24,Gurugram,DLF Phase 1,Bottled Water,18.0,70.8,0.0,18.8,151,Sunny,340,30.05,22.5,10217.0,518,No,0,0.0,0.54,34.6,Normal
2026-02-24,Gurugram,Sector 57,Energy Drinks,20.6,76.3,0.0,13.5,122,Sunny,476,128.01,131.68,60932.76,444,Yes,32,4096.32,0.85,42.0,Normal
2026-02-24,Gurugram,Sohna Road,Cold Drinks,24.3,76.3,0.0,8.4,168,Sunny,642,53.35,65.91,34250.7,736,No,0,0.0,0.89,48.8,Normal
2026-02-24,Noida,Sector 137,Bottled Water,19.9,72.9,0.0,11.1,159,Sunny,547,29.23,25.56,15988.81,806,No,0,0.0,0.87,38.9,Normal
2026-02-24,Noida,Sector 137,Ice Cream,21.4,82.7,0.0,11.0,171,Cloudy,561,84.87,88.06,47612.07,613,No,0,0.0,0.75,43.3,Normal
2026-02-24,Noida,Sector 150,Cold Drinks,20.4,81.6,0.0,19.8,152,Cloudy,631,70.63,65.11,44567.53,588,Yes,43,3037.09,0.87,41.6,Normal
2026-02-24,Noida,Sector 18,Bottled Water,22.7,82.4,0.0,10.2,207,Cloudy,426,30.9,37.32,13163.4,457,No,0,0.0,0.68,45.1,Normal
2026-02-24,Noida,Sector 18,Cold Drinks,18.1,93.9,0.0,10.5,133,Cloudy,610,71.95,79.92,43889.5,909,No,0,0.0,0.84,38.8,Normal
2026-02-24,Noida,Sector 62,Juices,19.6,76.9,0.0,13.9,136,Sunny,559,83.17,86.38,46492.03,842,No,0,0.0,0.85,39.5,Normal
2026-02-25,Delhi,East Delhi,Energy Drinks,24.9,69.6,0.0,10.2,176,Sunny,443,126.43,124.99,56008.49,676,No,0,0.0,0.79,48.8,Normal
2026-02-25,Delhi,North Delhi,Bottled Water,21.7,80.4,1.6,14.7,138,Light Rain,406,36.52,44.02,14827.12,838,No,0,0.0,0.64,43.4,Normal
2026-02-25,Delhi,North Delhi,Juices,21.9,79.2,0.0,11.6,151,Sunny,590,84.83,88.91,50049.7,732,No,0,0.0,0.9,44.6,Normal
2026-02-25,Delhi,South Delhi,Cold Drinks,22.9,63.1,0.0,18.7,177,Sunny,677,76.46,73.19,51763.42,1040,No,0,0.0,0.94,43.6,Normal
2026-02-25,Delhi,South Delhi,Juices,21.5,87.3,11.4,11.4,134,Rainy,297,91.21,87.71,27089.37,375,No,0,0.0,0.45,36.2,Normal
2026-02-25,Faridabad,NIT,Energy Drinks,17.5,83.4,0.0,18.7,147,Cloudy,326,122.88,125.2,40058.88,385,No,0,0.0,0.58,35.6,Normal
2026-02-25,Faridabad,NIT,Juices,19.0,74.4,0.0,14.9,181,Sunny,549,79.75,83.44,43782.75,918,No,0,0.0,0.84,36.6,Normal
2026-02-25,Faridabad,Sector 15,Bottled Water,17.9,86.0,24.9,13.0,147,Rainy,72,26.74,28.77,1925.28,363,No,0,0.0,0.11,16.9,Normal
2026-02-25,Faridabad,Sector 15,Energy Drinks,23.8,83.0,0.0,13.7,192,Cloudy,445,120.95,119.06,53822.75,501,No,0,0.0,0.79,48.1,Normal
2026-02-25,Faridabad,Sector 15,Ice Cream,20.0,80.5,0.0,8.6,175,Cloudy,430,91.14,87.33,39190.2,846,No,0,0.0,0.58,39.9,Normal
2026-02-25,Faridabad,Sector 37,Juices,20.6,68.0,0.0,14.6,147,Sunny,377,85.79,83.7,32342.83,372,Yes,5,428.95,0.58,40.2,Normal
2026-02-25,Ghaziabad,Crossings Republik,Cold Drinks,21.6,67.7,0.0,2.9,189,Sunny,570,64.68,56.72,36867.6,731,No,0,0.0,0.79,40.9,Normal
2026-02-25,Ghaziabad,Crossings Republik,Energy Drinks,19.5,80.7,0.0,10.3,160,Cloudy,503,131.52,136.29,66154.56,529,No,0,0.0,0.89,39.3,Normal
2026-02-25,Ghaziabad,Indirapuram,Cold Drinks,19.5,78.3,0.0,19.8,145,Sunny,539,65.14,71.51,35110.46,706,No,0,0.0,0.74,39.3,Normal
2026-02-25,Ghaziabad,Indirapuram,Energy Drinks,29.9,69.3,0.0,17.7,154,Sunny,703,121.73,118.02,85576.19,1144,No,0,0.0,1.25,60.5,High Opportunity
2026-02-25,Ghaziabad,Raj Nagar,Cold Drinks,25.0,78.1,0.0,8.9,174,Sunny,690,76.91,67.58,53067.9,625,Yes,65,4999.15,0.95,50.5,Normal
2026-02-25,Ghaziabad,Raj Nagar,Ice Cream,23.4,67.2,0.0,9.1,224,Sunny,578,87.61,79.41,50638.58,988,No,0,0.0,0.77,43.7,Normal
2026-02-25,Gurugram,Cyber City,Bottled Water,22.7,67.6,0.0,17.0,151,Sunny,589,27.16,27.47,15997.24,952,No,0,0.0,0.93,44.6,Normal
2026-02-25,Gurugram,Cyber City,Cold Drinks,22.5,85.8,0.0,10.5,191,Cloudy,643,68.82,72.16,44251.26,721,No,0,0.0,0.89,45.6,Normal
2026-02-25,Gurugram,Sector 57,Cold Drinks,22.2,80.0,0.0,18.4,173,Sunny,621,74.33,74.23,46158.93,690,No,0,0.0,0.86,44.6,Normal
2026-02-25,Gurugram,Sector 57,Energy Drinks,20.5,80.0,0.0,10.7,179,Cloudy,515,117.87,106.19,60703.05,806,No,0,0.0,0.92,40.8,Normal
2026-02-25,Gurugram,Sector 57,Ice Cream,27.1,77.4,0.0,22.5,212,Sunny,671,103.05,95.94,69146.55,854,No,0,0.0,0.9,53.9,Normal
2026-02-25,Gurugram,Sector 57,Juices,18.4,66.2,0.0,6.8,150,Sunny,326,77.06,82.97,25121.56,536,No,0,0.0,0.5,34.9,Normal
2026-02-25,Gurugram,Sohna Road,Bottled Water,22.3,76.5,0.0,11.8,170,Sunny,383,30.79,33.41,11792.57,448,No,0,0.0,0.61,44.4,Normal
2026-02-25,Gurugram,Sohna Road,Cold Drinks,17.1,66.6,0.0,10.8,140,Sunny,529,67.24,63.54,35569.96,481,Yes,48,3227.52,0.73,32.5,Normal
2026-02-25,Gurugram,Sohna Road,Ice Cream,22.4,80.4,0.0,12.4,167,Cloudy,636,89.18,85.25,56718.48,687,No,0,0.0,0.85,45.4,Normal
2026-02-25,Noida,Sector 137,Bottled Water,19.4,81.5,0.0,19.2,196,Cloudy,336,30.16,31.58,10133.76,671,No,0,0.0,0.53,38.1,Normal
2026-02-25,Noida,Sector 137,Energy Drinks,18.3,80.8,0.0,10.5,176,Cloudy,349,103.03,96.8,35957.47,627,No,0,0.0,0.62,36.2,Normal
2026-02-25,Noida,Sector 150,Energy Drinks,17.3,76.0,0.0,5.7,163,Sunny,301,114.15,112.34,34359.15,630,No,0,0.0,0.54,33.5,Normal
2026-02-25,Noida,Sector 62,Ice Cream,23.1,77.6,0.0,13.4,122,Sunny,661,81.62,74.7,53950.82,658,Yes,3,244.86,0.89,47.7,Normal
2026-02-26,Delhi,East Delhi,Bottled Water,20.2,64.1,0.0,15.1,153,Sunny,488,31.45,31.76,15347.6,504,No,0,0.0,0.77,38.5,Normal
2026-02-26,Delhi,East Delhi,Cold Drinks,20.4,76.8,0.0,24.2,128,Sunny,440,61.68,70.57,27139.2,393,Yes,47,2898.96,0.61,41.5,Normal
2026-02-26,Delhi,East Delhi,Ice Cream,23.2,61.7,0.0,14.9,199,Sunny,691,79.29,69.69,54789.39,702,No,0,0.0,0.93,43.2,Normal
2026-02-26,Delhi,North Delhi,Juices,18.0,71.9,0.0,12.9,149,Sunny,400,79.72,80.18,31888.0,432,No,0,0.0,0.61,35.0,Normal
2026-02-26,Delhi,West Delhi,Bottled Water,18.3,70.9,0.0,16.7,140,Sunny,481,28.76,26.82,13833.56,873,No,0,0.0,0.76,35.8,Normal
2026-02-26,Faridabad,NIT,Bottled Water,22.2,74.9,16.3,14.3,138,Rainy,167,32.16,29.1,5370.72,628,No,0,0.0,0.27,31.9,Normal
2026-02-26,Faridabad,NIT,Cold Drinks,19.8,84.8,0.0,9.6,179,Cloudy,599,69.52,70.48,41642.48,745,No,0,0.0,0.83,40.0,Normal
2026-02-26,Faridabad,NIT,Ice Cream,17.9,85.4,0.0,9.7,179,Cloudy,535,96.25,98.29,51493.75,682,No,0,0.0,0.72,35.8,Normal
2026-02-26,Faridabad,Sector 15,Juices,20.4,83.6,0.0,8.6,140,Cloudy,520,74.13,78.55,38547.6,490,Yes,30,2223.9,0.79,42.3,Normal
2026-02-26,Faridabad,Sector 16,Cold Drinks,20.5,70.3,0.0,19.3,161,Sunny,525,74.0,72.85,38850.0,677,No,0,0.0,0.73,39.9,Normal
2026-02-26,Faridabad,Sector 16,Energy Drinks,22.1,87.0,16.8,5.0,125,Rainy,233,115.47,104.48,26904.51,205,Yes,28,3233.16,0.41,33.4,Normal
2026-02-26,Faridabad,Sector 16,Ice Cream,22.1,70.9,0.0,2.0,141,Sunny,727,97.11,88.67,70598.97,875,No,0,0.0,0.97,44.0,Normal
2026-02-26,Faridabad,Sector 37,Cold Drinks,27.6,71.3,0.0,20.8,157,Sunny,685,73.73,77.46,50505.05,817,No,0,0.0,0.95,55.7,Normal
2026-02-26,Faridabad,Sector 37,Ice Cream,19.7,79.9,0.0,10.3,194,Sunny,611,102.01,97.82,62328.11,622,No,0,0.0,0.82,38.5,Normal
2026-02-26,Ghaziabad,Crossings Republik,Cold Drinks,17.6,85.1,0.0,12.3,139,Cloudy,433,64.28,56.01,27833.24,795,No,0,0.0,0.6,36.3,Normal
2026-02-26,Ghaziabad,Crossings Republik,Energy Drinks,23.3,78.1,0.0,15.0,153,Sunny,449,132.71,131.91,59586.79,531,No,0,0.0,0.8,47.5,Normal
2026-02-26,Ghaziabad,Crossings Republik,Ice Cream,20.3,78.6,0.0,8.8,190,Sunny,530,89.22,93.52,47286.6,921,No,0,0.0,0.71,39.8,Normal
2026-02-26,Ghaziabad,Raj Nagar,Bottled Water,21.0,71.9,0.0,7.9,185,Sunny,510,27.86,21.0,14208.6,964,No,0,0.0,0.81,40.3,Normal
2026-02-26,Ghaziabad,Vaishali,Juices,15.0,86.3,0.0,13.5,189,Cloudy,428,80.83,79.69,34595.24,509,No,0,0.0,0.65,29.3,Normal
2026-02-26,Gurugram,Cyber City,Energy Drinks,24.2,69.8,0.0,15.2,161,Sunny,520,120.12,117.63,62462.4,905,No,0,0.0,0.92,47.8,Normal
2026-02-26,Gurugram,Cyber City,Juices,26.3,69.3,0.0,12.6,137,Sunny,570,82.31,82.35,46916.7,918,No,0,0.0,0.87,53.1,Normal
2026-02-26,Gurugram,DLF Phase 1,Bottled Water,23.0,84.4,0.0,10.8,129,Cloudy,594,30.92,16.33,18366.48,783,No,0,0.0,0.94,48.3,Normal
2026-02-26,Gurugram,DLF Phase 1,Energy Drinks,17.5,85.0,0.0,13.4,182,Cloudy,324,117.3,118.72,38005.2,637,No,0,0.0,0.58,34.8,Normal
2026-02-26,Gurugram,DLF Phase 1,Juices,24.1,76.2,0.0,13.0,224,Sunny,644,81.99,82.19,52801.56,909,No,0,0.0,0.98,46.8,Normal
2026-02-26,Gurugram,Sohna Road,Cold Drinks,20.0,81.4,0.0,26.3,162,Cloudy,545,69.85,67.42,38068.25,939,No,0,0.0,0.75,40.3,Normal
2026-02-26,Noida,Sector 137,Ice Cream,20.5,67.6,0.0,10.3,216,Sunny,550,116.47,115.73,64058.5,866,No,0,0.0,0.74,37.8,Normal
2026-02-26,Noida,Sector 137,Juices,20.4,67.3,0.0,13.5,154,Sunny,486,76.09,74.55,36979.74,432,Yes,54,4108.86,0.74,39.3,Normal
2026-02-26,Noida,Sector 18,Bottled Water,19.9,76.5,0.0,7.3,122,Sunny,553,29.05,29.31,16064.65,588,No,0,0.0,0.88,40.7,Normal
2026-02-26,Noida,Sector 18,Cold Drinks,23.2,70.6,0.0,7.9,163,Sunny,633,72.8,73.11,46082.4,622,Yes,11,800.8,0.87,45.7,Normal
2026-02-26,Noida,Sector 18,Energy Drinks,16.7,85.6,0.0,11.3,149,Cloudy,441,128.91,113.87,56849.31,926,No,0,0.0,0.78,34.2,Normal
2026-02-27,Delhi,East Delhi,Cold Drinks,17.6,81.9,0.0,12.3,162,Cloudy,518,67.24,59.96,34830.32,582,No,0,0.0,0.72,35.1,Normal
2026-02-27,Delhi,East Delhi,Juices,19.0,82.4,0.0,6.2,167,Cloudy,490,83.56,92.03,40944.4,897,No,0,0.0,0.75,38.2,Normal
2026-02-27,Delhi,North Delhi,Cold Drinks,19.2,66.6,0.0,11.2,130,Sunny,647,69.15,72.49,44740.05,1139,No,0,0.0,0.89,37.4,Normal
2026-02-27,Delhi,North Delhi,Ice Cream,21.2,72.5,0.0,17.0,104,Sunny,604,93.16,86.04,56268.64,848,No,0,0.0,0.81,43.4,Normal
2026-02-27,Delhi,North Delhi,Juices,20.1,82.0,0.0,9.2,175,Cloudy,469,71.4,57.63,33486.6,477,No,0,0.0,0.72,40.3,Normal
2026-02-27,Delhi,South Delhi,Ice Cream,21.0,76.1,0.0,14.0,153,Sunny,437,76.55,70.76,33452.35,788,No,0,0.0,0.59,42.1,Normal
2026-02-27,Delhi,West Delhi,Cold Drinks,21.1,85.4,0.0,14.0,140,Cloudy,711,69.53,65.01,49435.83,1192,No,0,0.0,0.98,44.1,Normal
2026-02-27,Faridabad,NIT,Bottled Water,18.4,86.9,0.0,18.1,141,Cloudy,457,31.24,33.2,14276.68,930,No,0,0.0,0.73,38.3,Normal
2026-02-27,Faridabad,Sector 15,Ice Cream,19.4,71.1,0.0,10.0,159,Sunny,559,91.98,87.74,51416.82,862,No,0,0.0,0.75,37.5,Normal
2026-02-27,Faridabad,Sector 37,Ice Cream,18.2,95.0,0.0,3.7,149,Cloudy,583,93.35,98.14,54423.05,994,No,0,0.0,0.78,38.9,Normal
2026-02-27,Ghaziabad,Crossings Republik,Cold Drinks,21.6,76.1,0.0,9.4,148,Sunny,629,81.72,84.72,51401.88,668,No,0,0.0,0.87,43.5,Normal
2026-02-27,Ghaziabad,Crossings Republik,Ice Cream,21.9,82.1,0.0,12.1,190,Cloudy,599,95.05,99.56,56934.95,682,No,0,0.0,0.8,43.8,Normal
2026-02-27,Ghaziabad,Indirapuram,Bottled Water,23.1,72.9,0.0,12.2,179,Sunny,500,31.89,19.12,15945.0,962,No,0,0.0,0.79,45.5,Normal
2026-02-27,Ghaziabad,Indirapuram,Ice Cream,23.6,64.1,14.9,8.1,168,Rainy,429,95.81,90.51,41102.49,491,No,0,0.0,0.57,33.6,Normal
2026-02-27,Ghaziabad,Raj Nagar,Cold Drinks,20.2,73.5,0.0,3.1,136,Sunny,733,64.64,61.24,47381.12,1199,No,0,0.0,1.01,40.3,Normal
2026-02-27,Ghaziabad,Vaishali,Juices,22.0,85.9,0.0,17.0,144,Cloudy,559,74.07,67.93,41405.13,1002,No,0,0.0,0.85,46.0,Normal
2026-02-27,Gurugram,Cyber City,Bottled Water,20.0,79.3,0.0,11.7,115,Sunny,593,27.76,20.37,16461.68,1012,No,0,0.0,0.94,41.5,Normal
2026-02-27,Gurugram,Cyber City,Ice Cream,18.7,70.7,0.0,13.7,150,Sunny,507,82.57,90.27,41862.99,912,No,0,0.0,0.68,36.2,Normal
2026-02-27,Gurugram,Cyber City,Juices,25.4,76.2,0.0,12.2,120,Sunny,690,74.65,75.59,51508.5,909,No,0,0.0,1.05,52.7,Moderate Opportunity
2026-02-27,Gurugram,DLF Phase 1,Bottled Water,23.3,71.1,0.0,10.0,150,Sunny,586,26.05,35.2,15265.3,729,No,0,0.0,0.93,46.5,Normal
2026-02-27,Gurugram,Sector 57,Energy Drinks,20.7,79.6,0.0,10.1,165,Sunny,431,124.25,107.29,53551.75,514,No,0,0.0,0.77,41.6,Normal
2026-02-27,Gurugram,Sector 57,Juices,19.6,77.1,0.0,13.7,159,Sunny,461,86.46,80.51,39858.06,768,No,0,0.0,0.7,38.9,Normal
2026-02-27,Gurugram,Sohna Road,Cold Drinks,19.5,76.0,0.0,15.2,117,Sunny,552,69.69,66.18,38468.88,485,Yes,67,4669.23,0.76,39.8,Normal
2026-02-27,Gurugram,Sohna Road,Energy Drinks,23.1,74.8,0.0,2.0,147,Sunny,551,114.81,101.33,63260.31,714,No,0,0.0,0.98,46.6,Normal
2026-02-27,Gurugram,Sohna Road,Ice Cream,18.2,79.6,0.0,11.8,170,Sunny,532,83.83,97.55,44597.56,802,No,0,0.0,0.71,35.8,Normal
